dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2023-05-04,County Championship,male,MDM,NA,NA,2023,club,Northamptonshire,Somerset,draw,NA,NA
2023-05-04,County Championship,male,MDM,NA,NA,2023,club,Essex,Surrey,draw,NA,NA
2023-05-11,County Championship,male,MDM,Warwickshire,NA,2023,club,Essex,Warwickshire,NA,NA,NA
2023-05-11,County Championship,male,MDM,NA,NA,2023,club,Somerset,Lancashire,draw,NA,NA
2023-05-11,County Championship,male,MDM,Surrey,NA,2023,club,Middlesex,Surrey,NA,NA,NA
2023-05-11,County Championship,male,MDM,Nottinghamshire,NA,2023,club,Northamptonshire,Nottinghamshire,NA,NA,NA
2023-05-11,County Championship,male,MDM,NA,NA,2023,club,Kent,Hampshire,draw,NA,NA
2023-05-18,County Championship,male,MDM,Hampshire,NA,2023,club,Hampshire,Northamptonshire,NA,NA,NA
2023-05-18,County Championship,male,MDM,Surrey,NA,2023,club,Kent,Surrey,NA,NA,NA
2023-05-18,County Championship,male,MDM,Somerset,NA,2023,club,Somerset,Middlesex,NA,NA,NA
2023-05-18,County Championship,male,MDM,NA,NA,2023,club,Essex,Nottinghamshire,draw,NA,NA
2023-06-11,County Championship,male,MDM,Lancashire,NA,2023,club,Hampshire,Lancashire,NA,NA,NA
2023-06-11,County Championship,male,MDM,Essex,NA,2023,club,Essex,Somerset,NA,NA,NA
2023-06-11,County Championship,male,MDM,NA,NA,2023,club,Warwickshire,Nottinghamshire,draw,NA,NA
2023-06-11,County Championship,male,MDM,Surrey,NA,2023,club,Kent,Surrey,NA,NA,NA
2023-06-25,County Championship,male,MDM,Hampshire,NA,2023,club,Hampshire,Middlesex,NA,NA,NA
2023-06-25,County Championship,male,MDM,Kent,NA,2023,club,Northamptonshire,Kent,NA,NA,NA
2023-06-25,County Championship,male,MDM,Lancashire,NA,2023,club,Lancashire,Surrey,NA,NA,NA
2023-06-25,County Championship,male,MDM,Essex,NA,2023,club,Essex,Warwickshire,NA,NA,NA
2023-06-25,County Championship,male,MDM,Somerset,NA,2023,club,Somerset,Nottinghamshire,NA,NA,NA
2023-07-10,County Championship,male,MDM,NA,NA,2023,club,Surrey,Nottinghamshire,draw,NA,NA
2023-07-10,County Championship,male,MDM,NA,NA,2023,club,Northamptonshire,Middlesex,draw,NA,NA
2023-07-10,County Championship,male,MDM,Warwickshire,NA,2023,club,Kent,Warwickshire,NA,NA,NA
2023-07-10,County Championship,male,MDM,NA,NA,2023,club,Somerset,Hampshire,draw,NA,NA
2023-07-10,County Championship,male,MDM,Essex,NA,2023,club,Essex,Lancashire,NA,NA,NA
2023-07-19,County Championship,male,MDM,NA,NA,2023,club,Lancashire,Warwickshire,draw,NA,NA
2023-07-19,County Championship,male,MDM,Hampshire,NA,2023,club,Hampshire,Nottinghamshire,NA,NA,NA
2023-07-19,County Championship,male,MDM,Surrey,NA,2023,club,Surrey,Middlesex,NA,NA,NA
2023-07-19,County Championship,male,MDM,Essex,NA,2023,club,Kent,Essex,NA,NA,NA
2023-07-19,County Championship,male,MDM,Somerset,NA,2023,club,Somerset,Northamptonshire,NA,NA,NA
2023-07-25,County Championship,male,MDM,Essex,NA,2023,club,Hampshire,Essex,NA,NA,NA
2023-07-25,County Championship,male,MDM,Middlesex,NA,2023,club,Warwickshire,Middlesex,NA,NA,NA
2023-07-25,County Championship,male,MDM,NA,NA,2023,club,Northamptonshire,Lancashire,draw,NA,NA
2023-07-25,County Championship,male,MDM,Nottinghamshire,NA,2023,club,Nottinghamshire,Kent,NA,NA,NA
2023-07-25,County Championship,male,MDM,Surrey,NA,2023,club,Somerset,Surrey,NA,NA,NA
2023-09-03,County Championship,male,MDM,Hampshire,NA,2023,club,Hampshire,Somerset,NA,NA,NA
2023-09-03,County Championship,male,MDM,Surrey,NA,2023,club,Surrey,Warwickshire,NA,NA,NA
2023-09-03,County Championship,male,MDM,Lancashire,NA,2023,club,Northamptonshire,Lancashire,NA,NA,NA
2023-09-04,County Championship,male,MDM,Essex,NA,2023,club,Essex,Middlesex,NA,NA,NA
2023-09-10,County Championship,male,MDM,NA,NA,2023,club,Kent,Nottinghamshire,draw,NA,NA
2023-09-10,County Championship,male,MDM,Warwickshire,NA,2023,club,Northamptonshire,Warwickshire,NA,NA,NA
2023-09-10,County Championship,male,MDM,NA,NA,2023,club,Middlesex,Lancashire,draw,NA,NA
2023-09-19,County Championship,male,MDM,NA,NA,2023,club,Northamptonshire,Surrey,draw,NA,NA
2023-09-19,County Championship,male,MDM,Warwickshire,NA,2023,club,Middlesex,Warwickshire,NA,NA,NA
2023-09-19,County Championship,male,MDM,NA,NA,2023,club,Lancashire,Nottinghamshire,draw,NA,NA
2023-09-19,County Championship,male,MDM,Hampshire,NA,2023,club,Essex,Hampshire,NA,NA,NA
2023-09-19,County Championship,male,MDM,NA,NA,2023,club,Somerset,Kent,draw,NA,NA
2023-09-26,County Championship,male,MDM,NA,NA,2023,club,Somerset,Warwickshire,draw,NA,NA
2023-09-26,County Championship,male,MDM,Nottinghamshire,NA,2023,club,Middlesex,Nottinghamshire,NA,NA,NA
2023-09-26,County Championship,male,MDM,Hampshire,NA,2023,club,Hampshire,Surrey,NA,NA,NA
2023-09-26,County Championship,male,MDM,NA,NA,2023,club,Lancashire,Kent,draw,NA,NA
2023-09-26,County Championship,male,MDM,Northamptonshire,NA,2023,club,Northamptonshire,Essex,NA,NA,NA
2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Sunrisers,Southern Vipers,NA,NA,NA
2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,Thunder,NA,NA,NA
2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,Northern Diamonds,Western Storm,NA,NA,NA
2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,The Blaze,Central Sparks,NA,NA,NA
2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Northern Diamonds,Central Sparks,NA,NA,NA
2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2023,club,Thunder,Western Storm,NA,NA,NA
2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,Sunrisers,The Blaze,NA,NA,NA
2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Southern Vipers,South East Stars,NA,NA,NA
2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Central Sparks,Southern Vipers,NA,NA,NA
2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,Sunrisers,Northern Diamonds,NA,NA,NA
2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,Western Storm,NA,NA,NA
2023-05-05,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,Sunrisers,NA,D/L,NA
2023-05-06,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,Thunder,Central Sparks,tie,D/L,NA
2023-05-06,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,Northern Diamonds,The Blaze,NA,NA,NA
2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,Thunder,Sunrisers,no result,NA,NA
2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,South East Stars,Northern Diamonds,NA,D/L,NA
2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Southern Vipers,Central Sparks,NA,NA,NA
2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,The Blaze,Western Storm,no result,NA,NA
2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,The Blaze,Western Storm,NA,NA,NA
2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Central Sparks,Thunder,NA,NA,NA
2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Sunrisers,Southern Vipers,NA,NA,NA
2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,South East Stars,Northern Diamonds,NA,NA,NA
2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,Northern Diamonds,The Blaze,NA,NA,NA
2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Central Sparks,South East Stars,NA,NA,NA
2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,Southern Vipers,Thunder,tie,NA,NA
2023-07-11,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,Sunrisers,NA,D/L,NA
2023-07-11,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,Southern Vipers,The Blaze,NA,NA,NA
2023-07-11,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,50,2023,club,Northern Diamonds,Thunder,NA,NA,NA
2023-07-15,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Northern Diamonds,Central Sparks,NA,D/L,NA
2023-07-15,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Western Storm,Southern Vipers,NA,D/L,NA
2023-07-17,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,The Blaze,South East Stars,NA,D/L,NA
2023-07-22,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,Northern Diamonds,Southern Vipers,no result,NA,NA
2023-07-22,Rachael Heyhoe Flint Trophy,female,ODM,NA,50,2023,club,Western Storm,South East Stars,no result,NA,NA
2023-07-24,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2023,club,Western Storm,Sunrisers,NA,NA,NA
2023-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,50,2023,club,South East Stars,Thunder,NA,NA,NA
2023-09-05,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,Central Sparks,The Blaze,NA,NA,NA
2023-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Western Storm,Sunrisers,NA,NA,NA
2023-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Southern Vipers,Northern Diamonds,NA,NA,NA
2023-09-10,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,The Blaze,NA,NA,NA
2023-09-09,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Southern Vipers,Thunder,NA,NA,NA
2023-09-10,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Central Sparks,Sunrisers,NA,NA,NA
2023-09-10,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,Northern Diamonds,Western Storm,NA,NA,NA
2023-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Southern Vipers,South East Stars,NA,NA,NA
2023-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2023,club,Northern Diamonds,Thunder,NA,NA,NA
2023-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Sunrisers,The Blaze,NA,NA,NA
2023-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2023,club,Western Storm,Central Sparks,NA,NA,NA
2023-09-16,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2023,club,South East Stars,Central Sparks,NA,NA,NA
2023-09-16,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,50,2023,club,Western Storm,Thunder,NA,NA,NA
2023-09-16,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,Southern Vipers,The Blaze,NA,NA,NA
2023-09-16,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,50,2023,club,Northern Diamonds,Sunrisers,NA,D/L,NA
2023-09-21,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,50,2023,club,South East Stars,The Blaze,NA,D/L,Play-off
2023-09-24,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2023,club,The Blaze,Southern Vipers,NA,NA,Final
2023-05-18,Charlotte Edwards Cup,female,T20,Central Sparks,20,2023,club,Central Sparks,Sunrisers,NA,NA,Group Stage
2023-05-19,Charlotte Edwards Cup,female,T20,Northern Diamonds,20,2023,club,Northern Diamonds,Western Storm,NA,NA,Group Stage
2023-05-20,Charlotte Edwards Cup,female,T20,The Blaze,20,2023,club,South East Stars,The Blaze,NA,NA,Group Stage
2023-05-21,Charlotte Edwards Cup,female,T20,Western Storm,20,2023,club,Thunder,Western Storm,NA,NA,Group Stage
2023-05-23,Charlotte Edwards Cup,female,T20,Southern Vipers,20,2023,club,South East Stars,Southern Vipers,NA,NA,Group Stage
2023-05-23,Charlotte Edwards Cup,female,T20,Northern Diamonds,20,2023,club,Northern Diamonds,Central Sparks,NA,NA,Group Stage
2023-05-25,Charlotte Edwards Cup,female,T20,The Blaze,20,2023,club,Thunder,The Blaze,NA,NA,Group Stage
2023-05-25,Charlotte Edwards Cup,female,T20,South East Stars,20,2023,club,Sunrisers,South East Stars,NA,NA,Group Stage
2023-05-26,Charlotte Edwards Cup,female,T20,Northern Diamonds,20,2023,club,South East Stars,Northern Diamonds,NA,NA,Group Stage
2023-05-26,Charlotte Edwards Cup,female,T20,Southern Vipers,20,2023,club,Western Storm,Southern Vipers,NA,NA,Group Stage
2023-05-26,Charlotte Edwards Cup,female,T20,The Blaze,20,2023,club,The Blaze,Central Sparks,NA,NA,Group Stage
2023-05-27,Charlotte Edwards Cup,female,T20,Thunder,20,2023,club,Sunrisers,Thunder,NA,NA,Group Stage
2023-05-28,Charlotte Edwards Cup,female,T20,South East Stars,20,2023,club,South East Stars,Western Storm,NA,NA,Group Stage
2023-05-28,Charlotte Edwards Cup,female,T20,Northern Diamonds,20,2023,club,Northern Diamonds,Sunrisers,NA,NA,Group Stage
2023-05-29,Charlotte Edwards Cup,female,T20,Thunder,20,2023,club,Thunder,Central Sparks,NA,NA,Group Stage
2023-05-29,Charlotte Edwards Cup,female,T20,The Blaze,20,2023,club,Southern Vipers,The Blaze,NA,NA,Group Stage
2023-05-31,Charlotte Edwards Cup,female,T20,Southern Vipers,20,2023,club,Thunder,Southern Vipers,NA,NA,Group Stage
